"price","zipcode","room_type","bedrooms","accommodates","neighbourhood_group_cleansed","availability_30","host_is_superhost","review_scores_rating","review_scores_location","TV","Elevator","cleaning_fee","property_type","minimum_nights","bathrooms"
90,"10029","Entire home/apt",0,2,"Manhattan",0,0,90,8,"0","0",35,"Apartment",5,1
160,"10031","Entire home/apt",1,2,"Manhattan",0,1,99,10,"0","1",60,"Apartment",30,1
45,"11354","Private room",1,1,"Queens",7,1,98,10,"0","0",5,"Townhouse",1,1
78,"10037","Entire home/apt",0,2,"Manhattan",0,0,100,9,"1","1",85,"Apartment",2,1
465,"10021","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","1",50,"Condominium",4,1
78,"10029","Private room",1,2,"Manhattan",26,0,86,9,"1","0",18,"Apartment",10,1
400,"10014","Entire home/apt",2,5,"Manhattan",19,0,100,10,"1","0",110,"Apartment",4,1
168,"10003","Entire home/apt",1,2,"Manhattan",0,0,92,10,"1","0",48,"Apartment",5,1
129,"11211","Entire home/apt",3,6,"Brooklyn",13,0,96,10,"1","0",200,"Townhouse",5,2
65,"10009","Private room",1,2,"Manhattan",0,0,93,10,"0","0",30,"Apartment",2,1
235,"10009","Entire home/apt",1,3,"Manhattan",6,0,100,10,"0","0",99,"Apartment",3,1
50,"11103","Private room",1,1,"Queens",0,0,80,10,"0","0",10,"Apartment",2,1
250,"10003","Private room",1,1,"Manhattan",0,0,100,10,"0","1",0,"Apartment",1,1
199,"11206","Entire home/apt",2,6,"Brooklyn",5,0,90,9,"0","0",100,"Apartment",2,1
99,"11222","Private room",1,1,"Brooklyn",30,0,94,9,"0","0",80,"Apartment",2,1
77,"11206","Private room",1,3,"Brooklyn",6,0,60,10,"1","0",30,"Apartment",1,3
350,"11211","Entire home/apt",2,4,"Brooklyn",16,1,96,10,"1","0",100,"Apartment",2,1
90,"10040","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","1",100,"Apartment",26,1
75,"11102","Private room",1,2,"Queens",18,0,92,9,"1","0",5,"Apartment",1,1
160,"10018","Entire home/apt",1,2,"Manhattan",7,1,94,10,"1","0",80,"Apartment",3,1
191,"10019","Entire home/apt",1,4,"Manhattan",2,0,100,10,"1","1",0,"Apartment",2,2
280,"11205","Entire home/apt",1,4,"Brooklyn",28,1,100,10,"1","0",75,"Apartment",2,2
50,"11238","Private room",1,2,"Brooklyn",11,0,95,10,"1","1",20,"Apartment",5,1
40,"10452","Private room",1,2,"Bronx",29,0,100,10,"1","0",50,"Apartment",1,1
380,"10017","Entire home/apt",2,6,"Manhattan",14,0,84,10,"1","1",150,"Apartment",3,2
70,"11201","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",20,"Apartment",10,1
70,"11225","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"0","0",0,"Apartment",3,1
90,"11216","Entire home/apt",0,2,"Brooklyn",0,0,95,10,"0","0",70,"Apartment",1,1
110,"10038","Private room",1,2,"Manhattan",0,0,91,10,"1","1",60,"Apartment",2,1
60,"10033","Private room",2,2,"Manhattan",30,0,85,10,"0","1",0,"Apartment",2,1
56,"11218","Private room",1,2,"Brooklyn",0,0,100,10,"0","1",25,"Apartment",1,1
199,"11215","Entire home/apt",2,4,"Brooklyn",30,0,89,10,"1","0",80,"Apartment",265,1
150,"10019","Entire home/apt",1,2,"Manhattan",7,0,100,8,"1","0",100,"Apartment",3,1
40,"11221","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",20,"Apartment",2,1
85,"10032","Entire home/apt",1,3,"Manhattan",0,0,100,10,"1","1",0,"Apartment",1,1
133,"11217","Entire home/apt",1,4,"Brooklyn",4,0,87,10,"0","0",25,"Apartment",28,1
40,"11206","Shared room",1,1,"Brooklyn",23,0,100,10,"0","0",0,"House",1,2
145,"10075","Entire home/apt",1,3,"Manhattan",12,0,90,10,"1","0",70,"Apartment",5,1
48,"11385","Private room",2,3,"Queens",0,0,100,10,"0","0",5,"Apartment",3,2
110,"10022","Entire home/apt",0,2,"Manhattan",5,0,80,10,"1","0",0,"Other",30,1
63,"11221","Private room",1,1,"Brooklyn",23,0,90,9,"1","0",25,"Apartment",3,1
150,"10003","Private room",1,2,"Manhattan",0,0,100,10,"1","0",30,"Apartment",1,1
92,"11203","Entire home/apt",1,2,"Brooklyn",3,1,93,9,"1","0",25,"House",4,1
99,"11235","Entire home/apt",3,5,"Brooklyn",24,0,100,10,"1","1",80,"Apartment",6,2
125,"11211","Entire home/apt",2,4,"Brooklyn",0,0,100,10,"1","1",50,"Apartment",10,1
95,"11238","Entire home/apt",2,4,"Brooklyn",4,0,100,10,"1","0",150,"Apartment",30,1
115,"10002","Private room",1,4,"Manhattan",1,0,94,10,"1","0",50,"Apartment",3,1
299,"10016","Entire home/apt",2,4,"Manhattan",3,1,96,10,"0","1",150,"Apartment",10,2
85,"11221","Entire home/apt",2,3,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",25,1
125,"10002","Private room",1,2,"Manhattan",5,1,99,10,"1","0",35,"Apartment",2,1
80,"10032","Private room",1,2,"Manhattan",0,1,92,9,"0","0",85,"Apartment",2,1
385,"10036","Entire home/apt",1,4,"Manhattan",4,0,73,7,"1","1",100,"Condominium",3,2
150,"10013","Entire home/apt",0,2,"Manhattan",0,0,94,10,"0","0",40,"Apartment",1,1
110,"10003","Private room",1,2,"Manhattan",1,1,96,10,"1","0",15,"Apartment",3,1
65,"11220","Private room",1,2,"Brooklyn",28,0,80,8,"0","0",0,"House",1,1
150,"10023","Private room",1,2,"Manhattan",20,0,100,10,"0","0",0,"Apartment",3,1
60,"11211","Private room",1,2,"Brooklyn",4,0,100,10,"1","0",50,"Apartment",4,2
45,"11205","Private room",1,1,"Brooklyn",5,1,98,9,"1","0",13,"Apartment",1,1
99,"10010","Entire home/apt",1,6,"Manhattan",1,0,86,10,"1","0",125,"Apartment",30,1
249,"11221","Entire home/apt",3,6,"Brooklyn",27,0,100,10,"1","0",100,"Apartment",3,2
110,"11225","Entire home/apt",2,4,"Brooklyn",0,0,100,9,"1","1",50,"Apartment",4,1
181,"10009","Entire home/apt",1,3,"Manhattan",0,0,89,9,"1","1",40,"Apartment",2,1
65,"11235","Private room",1,2,"Brooklyn",0,1,95,9,"1","0",30,"House",1,1
89,"10001","Private room",1,2,"Manhattan",0,0,80,9,"1","0",25,"Apartment",2,1
96,"10128","Entire home/apt",1,3,"Manhattan",29,0,80,10,"1","1",150,"Apartment",30,2
49,"11221","Private room",1,2,"Brooklyn",4,0,100,10,"1","0",0,"Loft",3,2
161,"11211","Entire home/apt",1,4,"Brooklyn",3,0,91,9,"1","0",0,"Apartment",2,1
40,"11358","Private room",1,1,"Queens",29,0,70,8,"1","0",150,"House",30,2
60,"10462","Entire home/apt",1,2,"Bronx",1,1,98,10,"1","0",45,"Other",2,1
81,"10002","Private room",1,2,"Manhattan",0,0,93,10,"1","0",80,"Apartment",1,1
54,"11221","Private room",1,2,"Brooklyn",0,0,87,9,"1","0",20,"Apartment",4,2
140,"11211","Entire home/apt",1,2,"Brooklyn",0,0,93,9,"0","1",120,"Apartment",3,1
200,"10009","Entire home/apt",1,3,"Manhattan",2,0,96,10,"1","1",0,"Apartment",2,1
260,"10001","Entire home/apt",1,5,"Manhattan",4,0,90,10,"1","1",99,"Apartment",2,1
200,"11238","Entire home/apt",2,3,"Brooklyn",0,0,97,10,"0","0",50,"House",4,2
129,"11222","Entire home/apt",0,2,"Brooklyn",10,1,100,10,"1","1",0,"Other",30,1
250,"11211","Entire home/apt",2,4,"Brooklyn",0,0,95,10,"0","0",0,"House",3,2
150,"","Entire home/apt",0,2,"Brooklyn",2,0,98,10,"1","1",120,"Apartment",4,1
85,"10026","Entire home/apt",0,2,"Manhattan",1,0,75,10,"0","0",80,"Apartment",3,1
85,"10021","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","1",20,"Apartment",7,1
139,"10029","Entire home/apt",1,4,"Manhattan",7,0,87,9,"1","1",135,"Apartment",1,1
80,"10002","Shared room",1,1,"Manhattan",29,0,96,10,"0","0",20,"Apartment",2,1
110,"10034","Entire home/apt",1,3,"Manhattan",0,0,94,9,"1","1",20,"Apartment",2,1
26,"10467","Shared room",1,1,"Bronx",6,1,96,9,"1","0",0,"Apartment",1,1
325,"10017","Entire home/apt",2,5,"Manhattan",0,0,97,10,"1","0",95,"Apartment",3,1
100,"10032","Entire home/apt",1,2,"Manhattan",14,1,98,9,"1","0",0,"Apartment",7,1
40,"11207","Private room",1,2,"Brooklyn",18,0,88,9,"1","0",15,"Townhouse",1,1
150,"11225","Entire home/apt",1,2,"Brooklyn",0,0,96,10,"1","1",100,"Apartment",29,1
600,"10012","Entire home/apt",1,4,"Manhattan",2,0,96,10,"1","0",150,"Apartment",5,1
230,"10018","Entire home/apt",0,3,"Manhattan",0,0,100,10,"0","0",60,"Apartment",2,1
68,"10314","Private room",2,1,"Staten Island",29,0,95,10,"0","0",25,"Apartment",2,1
156,"10009","Entire home/apt",1,2,"Manhattan",0,0,94,9,"1","1",75,"Apartment",2,1
115,"11211","Entire home/apt",1,3,"Brooklyn",0,0,100,10,"1","0",100,"Apartment",3,1
400,"11211","Entire home/apt",2,4,"Brooklyn",29,0,80,10,"0","0",0,"Loft",1,1
80,"10025","Private room",1,2,"Manhattan",0,0,80,10,"1","1",25,"Apartment",1,1
250,"10014","Entire home/apt",1,3,"Manhattan",10,0,96,10,"1","0",75,"Apartment",2,1
65,"11237","Private room",1,4,"Brooklyn",22,0,72,8,"0","0",25,"Apartment",2,2
39,"10025","Private room",1,1,"Manhattan",0,0,80,10,"0","1",15,"Apartment",4,1
170,"10027","Entire home/apt",0,3,"Manhattan",0,0,86,9,"0","1",50,"Apartment",1,1
143,"10023","Entire home/apt",1,2,"Manhattan",0,0,93,10,"1","1",20,"Apartment",2,1
197,"11205","Entire home/apt",2,4,"Brooklyn",0,0,97,9,"1","1",0,"Apartment",4,1
100,"10031","Shared room",1,2,"Manhattan",30,0,100,10,"0","1",0,"Apartment",1,1
220,"10019","Entire home/apt",2,5,"Manhattan",0,0,90,10,"1","1",120,"Apartment",30,1
115,"10306","Entire home/apt",1,3,"Staten Island",22,0,100,10,"1","0",90,"Apartment",2,1
140,"10019","Private room",1,2,"Manhattan",0,0,75,8,"0","0",29,"Apartment",1,1
33,"11225","Private room",1,1,"Brooklyn",6,0,95,10,"0","0",0,"Apartment",10,1
150,"11206","Entire home/apt",3,7,"Brooklyn",30,0,90,10,"1","1",195,"Apartment",2,1
67,"10029","Private room",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",1,1
65,"11103","Private room",1,2,"Queens",22,0,87,9,"1","0",5,"Apartment",1,1
80,"11226","Private room",2,5,"Brooklyn",0,1,99,10,"1","0",20,"Apartment",2,1
115,"10031","Entire home/apt",2,4,"Manhattan",3,0,100,9,"1","1",50,"Apartment",4,1
169,"10021","Entire home/apt",1,2,"Manhattan",0,0,98,10,"1","1",100,"Apartment",7,1
51,"10027","Private room",1,2,"Manhattan",4,0,87,10,"0","1",0,"Apartment",1,2
45,"11215","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",100,"Apartment",30,1
50,"10027","Private room",0,1,"Manhattan",0,0,100,10,"0","0",0,"Condominium",1,1
48,"10301","Entire home/apt",1,2,"Staten Island",0,0,100,10,"0","0",20,"Other",3,1
256,"10019","Entire home/apt",1,3,"Manhattan",30,1,100,10,"1","1",0,"Other",30,1
30,"11209","Private room",1,1,"Brooklyn",0,0,100,10,"0","0",0,"Apartment",90,1
250,"10027","Entire home/apt",2,5,"Manhattan",0,0,100,10,"1","0",0,"Apartment",2,3
500,"11216","Entire home/apt",5,14,"Brooklyn",0,1,97,10,"1","0",220,"Townhouse",5,2
100,"11205","Private room",1,4,"Brooklyn",0,0,100,10,"0","0",50,"Apartment",7,1
60,"11206","Private room",1,1,"Brooklyn",0,0,93,9,"0","0",60,"Apartment",6,1
50,"11237","Private room",1,2,"Brooklyn",19,0,84,10,"1","0",25,"Apartment",2,1
100,"10014","Private room",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",2,1
85,"11203","Entire home/apt",0,4,"Brooklyn",0,0,94,9,"1","0",60,"Townhouse",1,1
115,"10021","Entire home/apt",0,2,"Manhattan",0,0,96,10,"1","1",50,"Apartment",10,1
220,"10001","Entire home/apt",1,2,"Manhattan",2,0,100,10,"1","1",40,"Apartment",2,1
350,"11222","Entire home/apt",3,7,"Brooklyn",0,0,97,10,"0","0",125,"House",3,3
250,"10018","Entire home/apt",1,3,"Manhattan",25,0,60,8,"1","1",175,"Apartment",30,1
100,"11211","Entire home/apt",2,3,"Brooklyn",0,0,96,10,"0","0",25,"Apartment",1,1
55,"10466","Private room",1,1,"Bronx",5,1,96,9,"1","0",0,"House",1,1
164,"10003","Entire home/apt",0,2,"Manhattan",1,0,90,10,"1","0",0,"Apartment",25,1
130,"11215","Entire home/apt",2,4,"Brooklyn",0,0,93,10,"1","1",40,"Apartment",2,1
149,"10011","Private room",1,3,"Manhattan",26,1,97,10,"1","0",50,"Apartment",7,1
255,"10012","Entire home/apt",1,3,"Manhattan",0,0,98,10,"1","1",140,"Apartment",2,1
120,"11211","Entire home/apt",1,2,"Brooklyn",0,1,99,10,"1","1",80,"Condominium",30,1
45,"11369","Private room",1,3,"Queens",22,0,94,10,"1","0",13,"House",1,1
99,"11211","Entire home/apt",1,2,"Brooklyn",4,0,89,10,"0","1",50,"Apartment",4,1
39,"10016","Shared room",1,6,"Manhattan",30,0,80,10,"0","1",150,"Apartment",2,2
499,"10036","Entire home/apt",3,7,"Manhattan",0,0,100,10,"1","0",39,"Apartment",2,1
90,"10075","Private room",1,2,"Manhattan",0,0,93,10,"0","0",25,"Apartment",2,1
76,"11238","Private room",1,2,"Brooklyn",2,0,89,10,"1","0",25,"Apartment",2,1
60,"11238","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",25,"Apartment",3,3
58,"11237","Private room",1,2,"Brooklyn",0,0,92,10,"0","0",25,"Apartment",2,2
70,"11236","Private room",1,2,"Brooklyn",28,0,79,9,"0","0",0,"Apartment",1,1
195,"11233","Entire home/apt",3,7,"Brooklyn",15,0,98,10,"1","0",100,"Apartment",2,2
50,"11432","Private room",1,1,"Queens",17,0,100,10,"1","0",10,"House",2,1
248,"10017","Entire home/apt",0,2,"Manhattan",29,1,92,10,"1","1",50,"Condominium",2,1
80,"10031","Private room",1,1,"Manhattan",0,1,97,10,"0","1",30,"Apartment",1,1
50,"11221","Private room",1,3,"Brooklyn",7,1,93,10,"0","0",50,"Apartment",1,1
549,"10003","Entire home/apt",2,4,"Manhattan",7,1,94,10,"1","0",150,"Apartment",30,2
100,"11211","Entire home/apt",1,3,"Brooklyn",0,0,100,10,"1","1",0,"Apartment",1,1
90,"10010","Private room",1,2,"Manhattan",0,0,60,8,"0","0",10,"Apartment",2,1
60,"10025","Private room",1,1,"Manhattan",0,0,90,10,"1","0",100,"Apartment",30,1
35,"11221","Private room",1,2,"Brooklyn",2,0,96,10,"1","0",10,"Townhouse",30,1
140,"11221","Entire home/apt",1,2,"Brooklyn",8,0,100,10,"0","0",40,"Apartment",4,1
130,"10036","Entire home/apt",0,2,"Manhattan",0,1,92,10,"1","1",150,"Apartment",30,1
119,"10016","Entire home/apt",1,2,"Manhattan",0,0,100,10,"0","1",0,"Apartment",7,1
140,"10002","Entire home/apt",1,2,"Manhattan",0,0,100,10,"0","0",50,"Apartment",1,1
260,"11226","Entire home/apt",3,10,"Brooklyn",8,1,95,9,"1","0",110,"House",2,2
190,"11221","Entire home/apt",1,4,"Brooklyn",3,0,98,9,"1","1",80,"Apartment",5,1
100,"11211","Entire home/apt",0,2,"Brooklyn",1,0,97,10,"1","1",50,"Apartment",6,1
100,"11372","Entire home/apt",2,2,"Queens",0,0,100,10,"0","0",150,"Apartment",7,1
90,"11211","Entire home/apt",1,2,"Brooklyn",16,0,89,10,"1","0",150,"Apartment",28,1
129,"10016","Entire home/apt",0,3,"Manhattan",4,0,92,10,"1","1",75,"Apartment",2,1
54,"11206","Private room",1,2,"Brooklyn",0,0,92,9,"0","0",15,"Apartment",1,2
75,"10035","Private room",1,1,"Manhattan",0,0,73,9,"1","0",0,"Apartment",3,1
40,"11355","Private room",1,2,"Queens",0,0,100,10,"1","1",5,"Apartment",1,1
60,"11211","Private room",1,2,"Brooklyn",2,0,95,10,"0","0",40,"Apartment",3,1
135,"10002","Entire home/apt",1,2,"Manhattan",0,0,93,9,"0","1",30,"Apartment",2,1
100,"10075","Private room",1,2,"Manhattan",8,0,94,10,"0","0",30,"Apartment",1,1
75,"11201","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",25,"Apartment",3,1
60,"11211","Private room",1,2,"Brooklyn",0,0,96,10,"0","0",25,"Loft",2,3
34,"11104","Private room",1,1,"Queens",29,0,20,6,"0","0",75,"Townhouse",30,1
45,"11222","Private room",1,2,"Brooklyn",24,0,89,9,"0","0",10,"Apartment",2,1
95,"10305","Entire home/apt",2,7,"Staten Island",10,0,94,9,"1","0",89,"Apartment",4,1
55,"11206","Private room",1,2,"Brooklyn",1,0,89,10,"0","0",0,"Apartment",2,2
43,"11205","Private room",1,1,"Brooklyn",14,0,92,9,"0","0",20,"Apartment",2,2
51,"10035","Private room",1,1,"Manhattan",16,1,100,8,"0","0",100,"Apartment",30,2
93,"11106","Entire home/apt",2,5,"Queens",0,1,98,10,"1","0",0,"House",1,1
169,"11215","Entire home/apt",2,4,"Brooklyn",0,0,90,9,"1","0",50,"Apartment",2,1
38,"11207","Private room",1,2,"Brooklyn",30,0,91,10,"1","1",25,"Apartment",1,1
90,"11103","Entire home/apt",1,2,"Queens",0,0,97,10,"0","0",0,"Apartment",2,1
165,"10011","Entire home/apt",1,3,"Manhattan",0,0,90,10,"0","0",0,"Apartment",6,1
59,"11375","Private room",1,3,"Queens",0,0,80,10,"1","0",0,"House",1,2
65,"10002","Private room",1,2,"Manhattan",0,0,82,9,"1","0",13,"Apartment",1,1
60,"10451","Private room",1,2,"Bronx",25,0,93,9,"0","0",0,"Apartment",2,1
177,"10021","Entire home/apt",1,4,"Manhattan",13,0,97,10,"1","0",89,"Apartment",1,1
180,"11211","Entire home/apt",1,4,"Brooklyn",5,0,100,10,"0","1",100,"Condominium",3,1
75,"10002","Private room",1,1,"Manhattan",0,0,85,9,"0","0",0,"Apartment",1,2
30,"10035","Shared room",1,1,"Manhattan",0,0,86,10,"1","1",0,"Apartment",1,1
69,"10026","Private room",1,2,"Manhattan",7,1,92,9,"0","0",0,"Apartment",1,1
75,"10009","Private room",1,2,"Manhattan",0,0,90,9,"1","0",75,"Apartment",4,1
135,"10009","Entire home/apt",1,2,"Manhattan",0,0,94,10,"0","1",80,"Apartment",5,1
110,"10028","Entire home/apt",1,4,"Manhattan",0,0,90,9,"1","0",0,"Apartment",3,1
59,"11372","Private room",1,1,"Queens",0,0,100,10,"1","1",25,"Apartment",2,1
146,"10023","Entire home/apt",1,2,"Manhattan",1,1,100,10,"1","1",80,"Apartment",3,1
40,"11226","Private room",1,1,"Brooklyn",0,0,96,9,"1","0",25,"Apartment",3,1
51,"11377","Private room",1,2,"Queens",6,0,92,10,"1","0",0,"House",3,1
300,"10002","Entire home/apt",0,2,"Manhattan",0,0,94,9,"1","1",50,"Apartment",4,1
30,"11207","Private room",1,3,"Brooklyn",20,0,90,9,"0","0",10,"Townhouse",2,1
160,"11201","Entire home/apt",1,2,"Brooklyn",5,1,100,10,"1","0",0,"Apartment",2,1
55,"11233","Private room",1,2,"Brooklyn",0,0,93,10,"1","1",15,"Condominium",1,1
38,"11226","Private room",1,1,"Brooklyn",0,0,90,9,"0","1",0,"Apartment",30,1
400,"10024","Entire home/apt",3,6,"Manhattan",1,0,94,10,"1","1",120,"Loft",7,2
100,"11211","Entire home/apt",1,2,"Brooklyn",0,1,95,10,"1","0",120,"House",30,1
55,"11105","Private room",1,2,"Queens",0,1,95,10,"1","0",50,"Apartment",1,1
300,"10003","Entire home/apt",3,6,"Manhattan",0,0,100,10,"1","0",0,"Apartment",2,1
275,"10011","Entire home/apt",2,4,"Manhattan",0,0,100,10,"1","0",100,"Apartment",3,1
90,"10037","Private room",1,2,"Manhattan",0,0,95,9,"1","1",55,"Apartment",2,1
400,"10025","Entire home/apt",2,5,"Manhattan",0,0,100,10,"1","1",100,"Apartment",6,1
100,"11102","Entire home/apt",1,2,"Queens",23,1,99,10,"1","0",100,"Apartment",2,1
59,"10301","Entire home/apt",0,2,"Staten Island",13,0,90,9,"1","0",30,"Apartment",1,1
200,"10011","Entire home/apt",0,2,"Manhattan",7,1,92,10,"0","0",150,"Apartment",4,1
90,"11377","Private room",1,3,"Queens",0,1,96,10,"1","0",25,"House",2,2
120,"11221","Entire home/apt",1,3,"Brooklyn",0,1,97,9,"1","0",25,"Apartment",3,1
50,"11206","Private room",1,1,"Brooklyn",1,1,96,9,"1","0",5,"Apartment",3,2
150,"10019","Entire home/apt",0,4,"Manhattan",5,0,92,10,"1","1",150,"Apartment",30,1
115,"10026","Entire home/apt",1,2,"Manhattan",0,0,100,10,"0","0",30,"Apartment",1,1
48,"11225","Private room",1,2,"Brooklyn",7,0,98,9,"0","1",45,"Apartment",4,1
140,"11379","Entire home/apt",2,4,"Queens",1,0,98,10,"1","0",150,"House",3,2
190,"10025","Entire home/apt",0,2,"Manhattan",0,0,100,10,"1","1",80,"Apartment",4,1
110,"11105","Entire home/apt",1,3,"Queens",30,0,87,9,"1","0",30,"Apartment",1,1
165,"10026","Entire home/apt",2,3,"Manhattan",0,1,88,9,"1","0",70,"Apartment",2,2
89,"11236","Private room",1,1,"Brooklyn",30,0,98,8,"0","0",25,"Apartment",3,1
120,"10026","Entire home/apt",0,4,"Manhattan",5,0,86,9,"1","1",100,"Apartment",1,1
120,"11355","Entire home/apt",1,5,"Queens",22,0,93,9,"1","0",80,"Apartment",3,1
57,"10453","Private room",1,2,"Bronx",6,0,90,8,"1","0",10,"House",2,1
85,"10026","Private room",1,2,"Manhattan",4,0,92,8,"0","0",40,"Apartment",3,1
63,"10026","Private room",1,2,"Manhattan",0,0,100,10,"1","0",40,"Apartment",30,2
800,"11237","Entire home/apt",3,6,"Brooklyn",30,0,98,9,"0","0",0,"Loft",1,1
60,"11221","Private room",1,2,"Brooklyn",2,0,90,9,"0","0",35,"Other",1,1
185,"11206","Entire home/apt",2,6,"Brooklyn",0,0,84,10,"0","0",145,"Loft",2,1
69,"10128","Private room",1,2,"Manhattan",4,0,100,10,"0","0",60,"Apartment",30,1
100,"11206","Private room",1,2,"Brooklyn",0,0,80,10,"1","0",0,"Apartment",1,1
59,"11212","Private room",1,2,"Brooklyn",8,0,97,9,"1","0",25,"Apartment",2,1
190,"11232","Entire home/apt",2,3,"Brooklyn",30,0,80,9,"1","0",0,"Apartment",3,1
64,"11211","Private room",1,2,"Brooklyn",0,0,85,10,"1","0",0,"Apartment",5,2
125,"10023","Private room",1,1,"Manhattan",11,0,98,10,"1","1",50,"Apartment",4,1
39,"11374","Private room",1,3,"Queens",0,0,90,10,"1","1",75,"Apartment",1,1
70,"11211","Private room",1,2,"Brooklyn",3,0,87,9,"0","0",50,"Apartment",2,1
125,"11231","Entire home/apt",1,4,"Brooklyn",13,0,90,9,"1","0",0,"Loft",2,1
155,"10024","Entire home/apt",1,2,"Manhattan",0,0,94,10,"1","1",70,"Apartment",181,1
85,"10001","Private room",1,1,"Manhattan",0,0,89,10,"0","0",8,"Other",1,1
140,"10022","Entire home/apt",1,2,"Manhattan",15,1,99,10,"1","0",125,"Apartment",30,1
135,"10027","Entire home/apt",1,3,"Manhattan",27,1,100,9,"1","0",65,"Apartment",30,1
187,"10016","Entire home/apt",1,2,"Manhattan",25,0,100,10,"1","1",130,"Apartment",29,1
68,"11216","Private room",1,1,"Brooklyn",21,1,94,10,"1","0",30,"Townhouse",1,2
140,"10029","Entire home/apt",0,3,"Manhattan",0,0,100,10,"0","1",0,"Apartment",1,1
50,"11373","Private room",1,2,"Queens",30,0,80,8,"0","0",0,"House",2,1
45,"11206","Private room",1,2,"Brooklyn",0,0,90,10,"0","0",10,"Apartment",2,1
100,"10030","Entire home/apt",0,2,"Manhattan",0,0,60,10,"1","0",0,"Apartment",2,1
150,"11201","Entire home/apt",0,2,"Brooklyn",7,0,100,10,"0","0",79,"Apartment",4,1
140,"10023","Entire home/apt",0,2,"Manhattan",0,0,100,10,"0","1",68,"Apartment",3,1
99,"11102","Entire home/apt",1,2,"Queens",5,1,92,9,"1","0",75,"Apartment",1,1
135,"11207","Entire home/apt",2,4,"Brooklyn",23,0,93,8,"1","0",60,"Apartment",2,1
52,"11216","Private room",1,2,"Brooklyn",9,0,96,10,"0","0",25,"Apartment",2,1
80,"10039","Private room",1,2,"Manhattan",4,1,99,10,"0","0",50,"Apartment",2,1
96,"11206","Entire home/apt",1,4,"Brooklyn",3,1,98,9,"1","0",70,"Apartment",2,1
350,"10001","Entire home/apt",2,3,"Manhattan",21,0,100,10,"1","1",100,"Loft",5,1
139,"10001","Private room",1,2,"Manhattan",24,0,96,10,"1","0",30,"Apartment",5,2
157,"10013","Entire home/apt",0,2,"Manhattan",0,0,100,10,"1","1",80,"Apartment",2,1
75,"11385","Private room",1,2,"Queens",30,0,55,5,"0","0",25,"Apartment",3,2
44,"11379","Private room",1,2,"Queens",17,1,99,10,"1","0",30,"Apartment",3,1
